tip	genome_id_or_accession	origin	culture_status	species	clade	genome_size_Mb	GC_pct	coding_density_pct	acidic_residues_pct	urease	ectoine_synthase	rhodopsin	salinity_habitat	completeness_pct	contamination_pct	biome	ncbi_organism_name	ncbi_genus	pathogenicity	coding_density_pct_uniform_prodigal	n_contigs	assembly_status	completeness_ncbi_checkm_pct	contamination_ncbi_checkm_pct	completeness_source	checkm2_this_study_completeness_pct	checkm2_this_study_contamination_pct	completeness_used_pct
RS_GCF_001954135.1	GCF_001954135.1	GTDB reference	MAG / uncultured	Mycobacterium sp001954135	RGM (large-genome)	5.858	66.31	91.8	11.67	present	present	absent					Mycobacterium sp. GA-1841	not validly named	non_pathogen	92.94	123	draft	99.49	0.67	CheckM2 v1.0.1 (this study)	100	0	100
RS_GCF_009729095.1	GCF_009729095.1	GTDB reference	MAG / uncultured	Mycobacterium sp009729095	RGM (large-genome)	6.322	66.23	91.22	11.45	present	present	absent					Mycolicibacterium sp. CBMA 247	not validly named	non_pathogen	91.97	12	draft	99.48	1.67	CheckM2 v1.0.1 (this study)	100	0.03	100
spire_mag_02374732.fa	spire_mag_02374732	SPIRE MAG	MAG / uncultured	novel sp.	RGM (large-genome)	4.949	66.99	93.02	11.65	present	present	absent		99.88	2.79	host-associated	not applicable (MAG)	not applicable (MAG)	MAG	93.02	296	draft			CheckM2 v1.0.1 (this study)	99.83	2.26	99.83
RS_GCF_029893345.1	GCF_029893345.1	GTDB reference	Cultured isolate	Mycobacterium frederiksbergense_B	RGM (large-genome)	6.285	66.25	91.1	11.38	absent	present	absent					Mycolicibacterium frederiksbergense	Mycolicibacterium	non_pathogen	92.12	25	draft	99.83	2.08	complete by definition (isolate)			100
RS_GCF_032883035.1	GCF_032883035.1	GTDB reference	MAG / uncultured	Mycobacterium sp032883035	RGM (large-genome)	7.633	65.91	92.61	11.49	present	present	absent					[Mycobacterium] appelbergii	not validly named	non_pathogen	93.38	30	draft	99.94	4.8	CheckM2 v1.0.1 (this study)	100	0.94	100
RS_GCF_000373905.1	GCF_000373905.1	GTDB reference	MAG / uncultured	Mycobacterium sp000373905	RGM (large-genome)	4.61	65.63	88.59	11.4	present	absent	absent					Mycobacterium sp. 155	not validly named	non_pathogen	90.45	2	draft	99.5	1.18	CheckM2 v1.0.1 (this study)	100	0.32	100
RS_GCF_000382405.1	GCF_000382405.1	GTDB reference	MAG / uncultured	Mycobacterium sp000382405	RGM (large-genome)	4.536	65.64	87.92	11.36	present	present	absent					Mycobacterium sp. 141	not validly named	non_pathogen	90.03	36	draft	99.83	1.26	CheckM2 v1.0.1 (this study)	100	1.55	100
RS_GCF_001570425.1	GCF_001570425.1	GTDB reference	Cultured isolate	Mycobacterium brisbanense	RGM (large-genome)	7.387	66.6	92.09	11.32	present	present	absent					Mycolicibacterium brisbanense	Mycolicibacterium	non_pathogen	92.75	70	draft	99.66	4.66	complete by definition (isolate)			100
RS_GCF_001665685.1	GCF_001665685.1	GTDB reference	MAG / uncultured	Mycobacterium sp001665685	RGM (large-genome)	7.848	66.33	91.07	11.33	present	present	absent					Mycobacterium sp. 852013-50091_SCH5140682	not validly named	non_pathogen	92.44	143	draft	99.83	4.19	CheckM2 v1.0.1 (this study)	100	1.27	100
RS_GCF_002086485.1	GCF_002086485.1	GTDB reference	Cultured isolate	Mycobacterium aquaticum	RGM (large-genome)	7.928	66.48	90.9	11.31	present	present	absent					Mycobacterium aquaticum	Mycobacterium	non_pathogen	92.15	111	draft	99.84	5.88	complete by definition (isolate)			100
RS_GCF_002157835.1	GCF_002157835.1	GTDB reference	Cultured isolate	Mycobacterium dioxanotrophicus	RGM (large-genome)	8.08	66.46	88.11	11.37	present	present	absent					Mycobacterium dioxanotrophicus	Mycobacterium	non_pathogen	91.15	5	draft	99.39	3.89	complete by definition (isolate)			100
RS_GCF_010727475.1	GCF_010727475.1	GTDB reference	NTM (isolate)	Mycobacterium mageritense	RGM (large-genome)	8.007	66.92	91.37	11.51	present	present	absent					Mycolicibacterium mageritense	Mycolicibacterium	opportunistic_pathogen	92.72	1	closed	99.93	3.7	complete by definition (isolate)			100
spire_mag_02371253.fa	spire_mag_02371253	SPIRE MAG	MAG / uncultured	novel sp.	RGM (large-genome)	5.37	66.61	93.37	11.46	present	present	absent		99.84	0.13	host-associated	not applicable (MAG)	not applicable (MAG)	MAG	93.37	235	draft			CheckM2 v1.0.1 (this study)	99.88	0.11	99.88
RS_GCF_001187505.1	GCF_001187505.1	GTDB reference	Cultured isolate	Mycobacterium goodii_B	RGM (large-genome)	7.106	67.57	90.42	11.55	present	present	absent					Mycolicibacterium goodii	Mycolicibacterium	non_pathogen	92.56	1	closed	99.06	5.67	complete by definition (isolate)			100
RS_GCF_001457595.1	GCF_001457595.1	GTDB reference	Cultured isolate	Mycobacterium smegmatis	RGM (large-genome)	6.983	67.33	90.65	11.74	present	present	absent					Mycolicibacterium smegmatis	Mycolicibacterium	non_pathogen	92.58	1	closed	97.76	2.18	complete by definition (isolate)			100
spire_mag_01585792.fa	spire_mag_01585792	SPIRE MAG	MAG / uncultured	Mycobacterium smegmatis	RGM (large-genome)	6.974	67.44	92.39	11.69	present	present	absent		100.0	1.86	anthropogenic	not applicable (MAG)	not applicable (MAG)	MAG	92.39	365	draft			CheckM2 v1.0.1 (this study)	100	1.82	100
spire_mag_01586359.fa	spire_mag_01586359	SPIRE MAG	MAG / uncultured	Mycobacterium smegmatis	RGM (large-genome)	6.827	67.39	92.65	11.66	present	present	absent		97.44	4.21	anthropogenic	not applicable (MAG)	not applicable (MAG)	MAG	92.65	183	draft			CheckM2 v1.0.1 (this study)	97.48	4.25	97.48
spire_mag_01585481.fa	spire_mag_01585481	SPIRE MAG	MAG / uncultured	Mycobacterium smegmatis	RGM (large-genome)	7.309	67.37	92.52	11.67	present	present	absent		99.96	3.27	anthropogenic	not applicable (MAG)	not applicable (MAG)	MAG	92.52	427	draft			CheckM2 v1.0.1 (this study)	99.99	3.25	99.99
spire_mag_01585638.fa	spire_mag_01585638	SPIRE MAG	MAG / uncultured	Mycobacterium smegmatis	RGM (large-genome)	6.225	67.58	92.67	11.73	present	present	absent		91.72	2.2	anthropogenic	not applicable (MAG)	not applicable (MAG)	MAG	92.67	664	draft			CheckM2 v1.0.1 (this study)	91.68	2.11	91.68
spire_mag_01586464.fa	spire_mag_01586464	SPIRE MAG	MAG / uncultured	Mycobacterium smegmatis	RGM (large-genome)	7.052	67.33	92.66	11.74	present	present	absent		99.91	4.72	anthropogenic	not applicable (MAG)	not applicable (MAG)	MAG	92.66	316	draft			CheckM2 v1.0.1 (this study)	99.98	4.62	99.98
spire_mag_01586672.fa	spire_mag_01586672	SPIRE MAG	MAG / uncultured	Mycobacterium smegmatis	RGM (large-genome)	7.106	67.37	92.65	11.76	present	present	absent		100.0	2.97	anthropogenic	not applicable (MAG)	not applicable (MAG)	MAG	92.65	312	draft			CheckM2 v1.0.1 (this study)	100	2.93	100
spire_mag_01585398.fa	spire_mag_01585398	SPIRE MAG	MAG / uncultured	Mycobacterium smegmatis	RGM (large-genome)	6.744	67.56	92.52	11.69	present	present	absent		99.99	2.08	anthropogenic	not applicable (MAG)	not applicable (MAG)	MAG	92.52	487	draft			CheckM2 v1.0.1 (this study)	99.99	2.09	99.99
spire_mag_02200992.fa	spire_mag_02200992	SPIRE MAG	MAG / uncultured	Mycobacterium smegmatis	RGM (large-genome)	6.725	67.38	92.53	11.68	present	present	absent		96.31	1.55	host-associated	not applicable (MAG)	not applicable (MAG)	MAG	92.53	557	draft			CheckM2 v1.0.1 (this study)	96.19	1.36	96.19
RS_GCF_022370755.2	GCF_022370755.2	GTDB reference	NTM (isolate)	Mycobacterium goodii	RGM (large-genome)	6.741	67.05	91.52	11.64	present	present	absent					Mycolicibacterium goodii	Mycolicibacterium	opportunistic_pathogen	92.36	1	closed	99.77	4.46	complete by definition (isolate)			100
RS_GCF_002101965.1	GCF_002101965.1	GTDB reference	NTM (isolate)	Mycobacterium wolinskyi	RGM (large-genome)	7.517	66.42	91.6	11.6	present	present	absent					Mycolicibacterium wolinskyi	Mycolicibacterium	opportunistic_pathogen	92.6	36	draft	99.9	3.98	complete by definition (isolate)			100
spire_mag_01203432.fa	spire_mag_01203432	SPIRE MAG	MAG / uncultured	Mycobacterium wolinskyi	RGM (large-genome)	6.953	66.61	93.07	11.56	present	present	absent		100.0	0.41	host-associated	not applicable (MAG)	not applicable (MAG)	MAG	93.07	185	draft			CheckM2 v1.0.1 (this study)	100	0.43	100
GB_GCA_016197365.1	GCA_016197365.1	GTDB reference	Cultured isolate	Mycobacterium cosmeticum_A	RGM (large-genome)	5.51	67.39	92.63	11.31	present	absent	absent					Mycolicibacterium cosmeticum	Mycolicibacterium	non_pathogen	93.65	31	draft			complete by definition (isolate)	93.57	0.06	100
GB_GCA_023264765.1	GCA_023264765.1	GTDB reference	MAG / uncultured	Mycobacterium sp023264765	RGM (large-genome)	6.698	67.02	93.1	11.15	present	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	92.45	586	draft	87.5	3.89	CheckM2 v1.0.1 (this study)	91.39	2.39	91.39
RS_GCF_011758805.1	GCF_011758805.1	GTDB reference	Cultured isolate	Mycobacterium fluoranthenivorans	RGM (large-genome)	6.409	66.98	91.52	11.24	present	absent	absent					Mycolicibacterium fluoranthenivorans	Mycolicibacterium	non_pathogen	92.65	6	draft	98.53	1.26	complete by definition (isolate)			100
RS_GCF_000613185.1	GCF_000613185.1	GTDB reference	Cultured isolate	Mycobacterium cosmeticum	RGM (large-genome)	6.462	68.24	92.48	11.17	present	absent	absent					Mycolicibacterium cosmeticum	Mycolicibacterium	non_pathogen	93.04	5	draft	99.62	3.08	complete by definition (isolate)			100
RS_GCF_002101555.1	GCF_002101555.1	GTDB reference	Cultured isolate	Mycobacterium canariasense	RGM (large-genome)	6.756	67.59	90.53	11.2	present	absent	absent					Mycolicibacterium canariasense	Mycolicibacterium	non_pathogen	91.61	113	draft	99.62	4.08	complete by definition (isolate)			100
RS_GCF_026240945.1	GCF_026240945.1	GTDB reference	MAG / uncultured	Mycobacterium sp026240945	RGM (large-genome)	5.956	67.35	90.87	11.15	present	absent	absent					Mycolicibacterium sp. J2	not validly named	non_pathogen	92.48	106	draft	99.06	2.39	CheckM2 v1.0.1 (this study)	100	0.37	100
RS_GCF_033741155.1	GCF_033741155.1	GTDB reference	MAG / uncultured	Mycobacterium sp033741155	RGM (large-genome)	5.97	67.41	92.16	11.21	present	absent	absent					Mycolicibacterium chengduense	Mycolicibacterium	non_pathogen	92.77	21	draft	99.38	2.5	CheckM2 v1.0.1 (this study)	100	0.06	100
GB_GCA_021648845.1	GCA_021648845.1	GTDB reference	MAG / uncultured	Mycobacterium sp021648845	RGM (large-genome)	6.722	66.51	91.12	11.46	present	present	absent					Mycobacterium sp. MBM	not validly named	non_pathogen	92.42	274	draft			CheckM2 v1.0.1 (this study)	100	5.04	100
RS_GCF_001644575.1	GCF_001644575.1	GTDB reference	Cultured isolate	Mycobacterium adipatum	RGM (large-genome)	6.054	67.4	91.03	11.5	present	present	absent					Mycobacterium adipatum	Mycobacterium	non_pathogen	92.73	2	draft	99.64	1.59	complete by definition (isolate)			100
spire_mag_01276921.fa	spire_mag_01276921	SPIRE MAG	MAG / uncultured	Mycobacterium adipatum	RGM (large-genome)	6.165	67.38	92.56	11.38	present	present	absent	low salinity	99.98	0.4	anthropogenic	not applicable (MAG)	not applicable (MAG)	MAG	92.56	357	draft			CheckM2 v1.0.1 (this study)	99.98	0.42	99.98
GB_GCA_034520035.1	GCA_034520035.1	GTDB reference	MAG / uncultured	Mycobacterium sp034520035	RGM (large-genome)	6.911	66.99	81.86	11.48	present	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	89.73	129	draft	90.61	3.19	CheckM2 v1.0.1 (this study)	99.07	5.26	99.07
RS_GCF_025822145.1	GCF_025822145.1	GTDB reference	Cultured isolate	Mycobacterium frederiksbergense	RGM (large-genome)	6.388	67.1	91.08	11.59	present	present	absent					Mycolicibacterium frederiksbergense	Mycolicibacterium	non_pathogen	92.46	88	draft	99.34	2.39	complete by definition (isolate)			100
RS_GCF_002968335.2	GCF_002968335.2	GTDB reference	MAG / uncultured	Mycobacterium sp002968335	RGM (large-genome)	5.987	67.26	91.22	11.57	present	present	absent					Mycobacterium sp. ITM-2016-00316	not validly named	non_pathogen	93.21	1	closed	97.81	2.25	complete by definition (closed)			100
RS_GCF_030499155.1	GCF_030499155.1	GTDB reference	Cultured isolate	Mycobacterium frederiksbergense_A	RGM (large-genome)	6.034	67.48	90.92	11.54	present	present	absent					Mycolicibacterium frederiksbergense	Mycolicibacterium	non_pathogen	93.07	13	draft	99.16	1.69	complete by definition (isolate)			100
RS_GCF_001428895.1	GCF_001428895.1	GTDB reference	MAG / uncultured	Mycobacterium sp001428895	RGM (large-genome)	6.672	67.2	92.71	11.61	present	present	absent					Mycobacterium sp. Root265	not validly named	non_pathogen	93.43	33	draft	99.01	2.09	CheckM2 v1.0.1 (this study)	100	0.22	100
RS_GCF_008329585.1	GCF_008329585.1	GTDB reference	MAG / uncultured	Mycobacterium sp008329585	RGM (large-genome)	6.794	66.89	92.52	11.52	present	present	absent					Mycolicibacterium sp. P9-22	not validly named	non_pathogen	93.37	38	draft	99.37	3.59	CheckM2 v1.0.1 (this study)	100	0.55	100
RS_GCF_011620645.1	GCF_011620645.1	GTDB reference	MAG / uncultured	Mycobacterium sp011620645	RGM (large-genome)	3.976	66.47	84.7	11.6	present	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	90.24	128	draft	97.59	5.78	CheckM2 v1.0.1 (this study)	99.99	4.94	99.99
GB_GCA_900078775.1	GCA_900078775.1	GTDB reference	Cultured isolate	Mycobacterium aurum_A	RGM (large-genome)	6.039	68.52	93.41	11.6	present	present	absent					Mycolicibacterium aurum	Mycolicibacterium	non_pathogen	93.06	1	closed	96.41	1.07	complete by definition (isolate)			100
spire_mag_02186423.fa	spire_mag_02186423	SPIRE MAG	MAG / uncultured	Mycobacterium aurum_A	RGM (large-genome)	5.969	68.53	93.54	11.64	present	present	absent		99.96	0.85	host-associated	not applicable (MAG)	not applicable (MAG)	MAG	93.54	191	draft			CheckM2 v1.0.1 (this study)	99.97	0.77	99.97
RS_GCF_019456655.1	GCF_019456655.1	GTDB reference	Cultured isolate	Mycobacterium diernhoferi	RGM (large-genome)	5.999	67.88	92.04	11.63	present	present	absent					Mycolicibacterium diernhoferi	Mycolicibacterium	non_pathogen	92.88	1	closed	98.97	2.18	complete by definition (isolate)			100
RS_GCF_000317305.3	GCF_000317305.3	GTDB reference	Cultured isolate	Mycobacterium neoaurum_A	RGM (large-genome)	5.421	66.89	92.51	11.51	present	present	absent					Mycolicibacterium neoaurum VKM Ac-1815D	Mycolicibacterium	non_pathogen	93.16	1	closed	99.6	1.82	complete by definition (isolate)			100
RS_GCF_000691525.1	GCF_000691525.1	GTDB reference	Cultured isolate	Mycobacterium neoaurum	RGM (large-genome)	5.468	66.68	92.93	11.55	present	present	absent					Mycolicibacterium neoaurum ATCC 25795	Mycolicibacterium	non_pathogen	93.49	42	draft	99.4	1.93	complete by definition (isolate)			100
spire_mag_02516797.fa	spire_mag_02516797	SPIRE MAG	MAG / uncultured	Mycobacterium neoaurum	RGM (large-genome)	5.436	66.65	93.51	11.53	present	present	absent		100.0	2.01	host-associated	not applicable (MAG)	not applicable (MAG)	MAG	93.51	276	draft			CheckM2 v1.0.1 (this study)	100	2	100
spire_mag_02521398.fa	spire_mag_02521398	SPIRE MAG	MAG / uncultured	Mycobacterium neoaurum	RGM (large-genome)	5.442	66.61	93.59	11.48	present	present	absent		94.61	4.62	host-associated	not applicable (MAG)	not applicable (MAG)	MAG	93.59	560	draft			CheckM2 v1.0.1 (this study)	93.99	4.29	93.99
RS_GCF_036946495.1	GCF_036946495.1	GTDB reference	Cultured isolate	Mycobacterium neoaurum_B	RGM (large-genome)	5.369	66.64	92.46	11.5	present	present	absent					Mycolicibacterium neoaurum	Mycolicibacterium	non_pathogen	93.25	2	draft	99.51	1.54	complete by definition (isolate)			100
RS_GCF_002086115.1	GCF_002086115.1	GTDB reference	Cultured isolate	Mycobacterium bacteremicum	RGM (large-genome)	5.952	68.1	92.88	11.55	present	present	absent					Mycolicibacterium bacteremicum	Mycolicibacterium	non_pathogen	93.63	85	draft	99.51	1.91	complete by definition (isolate)			100
RS_GCF_943913955.1	GCF_943913955.1	GTDB reference	Cultured isolate	Mycobacterium bacteremicum_A	RGM (large-genome)	6.179	68.11	92.0	11.55	present	present	absent					Mycolicibacterium bacteremicum	Mycolicibacterium	non_pathogen	92.9	175	draft	97.69	2.32	complete by definition (isolate)			100
spire_mag_01784070.fa	spire_mag_01784070	SPIRE MAG	MAG / uncultured	Mycobacterium bacteremicum_A	RGM (large-genome)	6.379	67.86	92.34	11.48	present	present	absent		99.99	3.51	host-associated	not applicable (MAG)	not applicable (MAG)	MAG	92.34	312	draft			CheckM2 v1.0.1 (this study)	99.99	3.61	99.99
GB_GCA_023264755.1	GCA_023264755.1	GTDB reference	MAG / uncultured	Mycobacterium sp023264755	RGM (large-genome)	4.749	67.58	92.36	11.25	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	92.15	636	draft			CheckM2 v1.0.1 (this study)	70.17	2.58	70.17
GB_GCA_025966225.1	GCA_025966225.1	GTDB reference	MAG / uncultured	Mycobacterium sp025966225	RGM (large-genome)	6.32	66.3	91.02	11.56	present	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	91.25	429	draft			CheckM2 v1.0.1 (this study)	96.55	1.2	96.55
RS_GCF_033804635.1	GCF_033804635.1	GTDB reference	MAG / uncultured	Mycobacterium sp033804635	RGM (large-genome)	6.859	66.06	91.86	11.53	present	absent	absent					Mycobacterium sp. RTGN4	not validly named	non_pathogen	92.8	58	draft	99.06	0.76	CheckM2 v1.0.1 (this study)	100	0.3	100
RS_GCF_033804605.1	GCF_033804605.1	GTDB reference	MAG / uncultured	Mycobacterium sp033804605	RGM (large-genome)	6.914	66.96	92.49	11.76	present	absent	absent					Mycobacterium sp. RTGN6	not validly named	non_pathogen	93.2	31	draft	98.89	1.32	CheckM2 v1.0.1 (this study)	99.91	0.39	99.91
RS_GCF_024320865.1	GCF_024320865.1	GTDB reference	Cultured isolate	Mycobacterium arenosum	RGM (large-genome)	6.822	68.2	92.03	11.85	present	absent	absent					Mycolicibacterium arenosum	Mycolicibacterium	non_pathogen	92.83	35	draft	99.32	1.7	complete by definition (isolate)			100
GB_GCA_025963195.1	GCA_025963195.1	GTDB reference	MAG / uncultured	Mycobacterium sp025963195	RGM (large-genome)	5.033	66.87	92.18	11.49	present	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	92.41	587	draft			CheckM2 v1.0.1 (this study)	72.41	2.37	72.41
RS_GCF_008329605.1	GCF_008329605.1	GTDB reference	MAG / uncultured	Mycobacterium sp008329605	RGM (large-genome)	7.27	66.46	91.31	11.5	present	absent	absent					Mycolicibacterium sp. P9-64	not validly named	non_pathogen	92.15	40	draft	99.66	4.2	CheckM2 v1.0.1 (this study)	100	3.14	100
RS_GCF_014202335.1	GCF_014202335.1	GTDB reference	MAG / uncultured	Mycobacterium sp014202335	RGM (large-genome)	8.615	66.12	89.8	11.49	present	absent	absent					Mycobacterium sp. AZCC_0083	not validly named	non_pathogen	91.52	40	draft	99.61	4.67	CheckM2 v1.0.1 (this study)	100	1.43	100
GB_GCA_032162105.1	GCA_032162105.1	GTDB reference	MAG / uncultured	Mycobacterium sp032162105	RGM (large-genome)	6.928	66.85	90.87	11.53	present	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	91.13	735	draft			CheckM2 v1.0.1 (this study)	91.11	3.2	91.11
GB_GCA_032162385.1	GCA_032162385.1	GTDB reference	MAG / uncultured	Mycobacterium sp032162385	RGM (large-genome)	5.086	67.22	90.65	11.53	present	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	90.85	955	draft			CheckM2 v1.0.1 (this study)	76.24	4.77	76.24
RS_GCF_000620625.1	GCF_000620625.1	GTDB reference	MAG / uncultured	Mycobacterium sp000620625	RGM (large-genome)	7.486	66.84	91.9	11.63	present	absent	absent					Mycobacterium sp. URHB0044	not validly named	non_pathogen	93	41	draft	99.31	3.16	CheckM2 v1.0.1 (this study)	100	0.64	100
spire_mag_00490038.fa	spire_mag_00490038	SPIRE MAG	MAG / uncultured	novel sp.	RGM (large-genome)	6.22	65.42	92.73	11.7	present	absent	absent		97.25	1.76	host-associated	not applicable (MAG)	not applicable (MAG)	MAG	92.73	207	draft			CheckM2 v1.0.1 (this study)	97.94	1.5	97.94
spire_mag_00492514.fa	spire_mag_00492514	SPIRE MAG	MAG / uncultured	novel sp.	RGM (large-genome)	7.775	65.15	91.62	11.69	present	absent	absent		100.0	1.44	host-associated	not applicable (MAG)	not applicable (MAG)	MAG	91.62	109	draft			CheckM2 v1.0.1 (this study)	100	1.28	100
spire_mag_00493620.fa	spire_mag_00493620	SPIRE MAG	MAG / uncultured	novel sp.	RGM (large-genome)	7.431	65.21	91.73	11.66	present	absent	absent		100.0	0.62	host-associated	not applicable (MAG)	not applicable (MAG)	MAG	91.73	89	draft			CheckM2 v1.0.1 (this study)	100	0.48	100
